siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id,nom_officiel,nature_juridique,tranche_effectif,activite_principale,categorie,etat
538651779,ASSOCIATION ECURIES DU TESSIE,Montlaur,31450,31,2020-07-01,2020-03-02,Dépôt de l'état des créances,Avis de dépôt,A202001262949,ECURIES DU TISSIE,9220,NN,93.19Z,PME,A
493339246,ASSOCIATION TOULOUSE LIBERTE,Toulouse,31200,31,2021-05-16,2021-04-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100954750,ASSOCIATION TOULOUSE LIBERTE,9220,NN,94.99Z,,C
838546760,ASSOCIATION GRENADE MOTOSPORT,Grenade,31330,31,2020-08-05,2020-07-24,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202001502526,GRENADE MOTOSPORT,9220,NN,94.99Z,,A
431906155,"Association SPORTIVE FRESNOY LE GRAND, ASF",Fresnoy-le-Grand,02230,02,2021-05-11,2021-04-19,Jugement de clôture pour insuffisance d'actif et autorisant la reprise des poursuites individuelles,Jugement de clôture,A202100923339,ASS SPORTIVE,9220,NN,93.12Z,PME,A
449871896,ASSOCIATION PROMO UNION INSERTION SOLIDARITE (APPUIS),Reims,51100,51,2021-05-09,2021-04-13,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100912300,ASS PROMO UNION INSERTION SOLIDARITE (APPUIS),9220,NN,85.59A,PME,A
802746149,ASSOCIATION CENTRE DE PREVENTION CONTRE LES DERIVES SECTAIRES,Lille,59000,59,2021-05-04,2021-04-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100873595,CENTRE DE PREVENTION CONTRE LES DERIVES SECTAIRES LIEES A L'ISLAM (C.P.D.S.I.),9220,NN,94.99Z,PME,A
383532637,Association HYDRO REUNION,L'Etang-Salé,97427,974,2021-05-04,2021-04-13,Jugement de clôture pour insuffisance d'actif et autorisant la reprise des poursuites individuelles,Jugement de clôture,A202100873698,HYDRO REUNION,9220,NN,72.11Z,PME,A
820016954,FAMILLES RURALES ASSOCIATION GONDECOURT,Gondecourt,59147,59,2021-05-04,2021-04-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100873597,ECOLE MONTESSORI GONDECOURT (EMG),9220,NN,94.99Z,,A
402128243,ASSOCIATION LIKE,Lille,59800,59,2021-05-04,2021-04-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100873596,LIKE,9220,NN,94.99Z,PME,A
497705749,ASSOCIATION COLLECTE DE VETEMENTS RHONE-ALPES ENVIRONNEMENT,Entre-Deux-Guiers,38380,38,2021-04-30,2021-04-01,Jugement prononçant la résolution du plan de cession et la liquidation judiciaire,Jugement prononçant,A202100852599,COLLECTE DE VETEMENTS RHONE ALPES ENVIRONNEMENT (CVRA ENVIRONNEMENT),9220,NN,38.32Z,PME,A
812549707,ASSOCIATION LES CHAMPIONS A L’ECOLE,Saint-Cloud,92210,92,2021-04-30,2021-04-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100853203,LES CHAMPIONS A L'ECOLE (ACE),9220,NN,94.99Z,PME,A
382430841,ASSOCIATION ELAN,Quéven,56530,56,2021-04-30,2021-03-25,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100852755,ELAN,9220,NN,88.99B,PME,A
801076803,ASSOCIATION ANOFIP,Asnières-sur-Seine,92600,92,2021-04-30,2021-04-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100853198,ANOFIP,9300,NN,94.99Z,PME,A
350099404,ASSOCIATION SPORTIVE DE CANNES FOOTBALL,Cannes la Bocca,06150,06,2021-04-29,2021-04-20,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100842554,ASS SPORTIVE CANNES FOOTBALL SASP (SASP),5615,NN,93.12Z,,C
790373286,ASSOCIATION UN ELAN POUR MIGUEL - TAVERNIER Jean-Claude,Liévin,62800,62,2021-04-25,2021-03-24,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100812645,UN ELAN POUR MIGUEL,9220,NN,88.99B,,A
411070295,GROUPEMENT D’ASSOCIATION D’ACTION SOCIALE,Liévin Cedex,62803,62,2021-04-25,2021-03-24,Jugement de plan de redressement,Extrait de jugement,A202100812647,GROUPEMENT ASSOCIATIONS ACTIONS SOCIALES (GAAS),9220,NN,82.99Z,PME,A
778317842,ASSOCIATION HARMONIE MUNICIPALE,L'Isle-sur-le-Doubs,25250,25,2021-04-23,2021-03-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100802048,HARMONIE MUNICIPALE,9220,NN,94.99Z,PME,A
328425335,ASSOCIATION PROTECTION RECHERCHE INITI MARAIS CENTRE ACCUEIL VILLAGE CLUB FOURAS,Fouras,17450,17,2021-04-23,2021-03-24,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100802028,ASS PROTECTION RECHERCHE INITI MARAIS (APRIM),9220,NN,55.20Z,PME,A
842219701,ASSOCIATION AUREX,Grenoble,38100,38,2021-04-23,2021-03-25,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100802329,AUREX,9220,NN,94.99Z,PME,A
752352468,ASSOCIATION CENTRE DE FORMATION EN HORLOGERIE ET POLISSAGE (CFPH),La Sommette,25510,25,2021-04-23,2021-03-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100802047,FORMATION TRANSMISSION DES SAVOIRS HORLOGERS (FTSH),9220,NN,94.99Z,PME,A
777169186,ASSOCIATION BIGOURDANE D’AIDE AUX MERES ET AUX FAMILLES,Tarbes,65000,65,2021-04-22,2021-04-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100792606,ASSOCIATION BIGOURDANE AIDE AUX MERES (ABAMFD),9220,NN,88.10A,PME,A
405364738,ASSOCIATION ATELIER POPULAIRE D’URBANISME DE WAZEMMES,Lille,59000,59,2021-04-22,2021-03-12,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100792584,ATELIER POPULAIRE URBANISME DE WAZEMMES (APUW),9220,NN,94.99Z,PME,A
492872700,L’ASSOCIATION AUDACE,Hem,59510,59,2020-06-11,2020-03-06,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001122218,AUDACE,9220,NN,85.59A,PME,A
412002305,L’ASSOCIATION DROIT AU LOGEMENT NORD PAS DE CALAIS,Lille,59000,59,2020-09-24,2020-09-04,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001862377,ASS DROIT AU LOGEMENT NORD PAS DE CALAIS (DAL),9220,NN,94.99Z,PME,A
444247290,ASSOCIATION ANDASCA VILLAGES,Guchen,65440,65,2021-04-22,2021-04-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100792605,ANDASCA VILLAGES,9220,NN,55.20Z,PME,A
514112168,ASSOCIATION MAS DE BONHEUR,Revel,31250,31,2021-04-22,2021-04-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100792393,MAS DE BONHEUR,9220,NN,94.99Z,,C
509809786,ASSOCIATION LES BRIGADES VERTES,Belley,01300,01,2021-04-22,2021-04-01,Dépôt de l'état des créances,Avis de dépôt,A202100792263,BRIGADES NATURE AIN (BN AIN),9220,21,02.40Z,,A
776952178,Association CTRC MIDI-PYRENEES - CENTRE TECHNIQUE REGIONAL DE LA CONSOMMATION,Toulouse,31000,31,2020-06-16,2020-03-16,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001153647,CENTRE TECHNIQUE REGIONAL CONSOMMATION (CTRC),9220,NN,94.99Z,PME,A
380593707,ASSOCIATION UREI - UNION REGIONALE DES ENTREPRISE D’INSERTION DE MIDI-PYRENEES,Toulouse,31100,31,2020-03-04,2020-02-24,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202000451719,UNION REG ENTREP INSERTION MIDI PYRENEES (UREI-MP),9220,NN,94.12Z,PME,A
499238376,Association A B A ATTITUDE,Arcachon,33120,33,2021-04-21,2021-04-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100784000,A B A ATTITUDE,9220,NN,88.99B,PME,A
478390537,Association ABC DU DIALOGUE ROUTIER,Fargues-Saint-Hilaire,33370,33,2021-04-21,2021-04-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100784001,ABC DU DIALOGUE ROUTIER (ABC DR),9220,NN,85.59B,PME,A
520578584,ASSOCIATION LUDI’MONDE,Toulouse,31500,31,2021-04-20,2021-04-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100773864,LUDI MONDE,9220,NN,94.99Z,PME,A
840182844,ASSOCIATION SN MOTOR SPORTS,Moissac,82200,82,2021-04-20,2021-04-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100774068,SN MOTOR SPORTS,9220,NN,93.19Z,PME,A
352701726,ASSOCIATION CROQUE NOTES,Chanac,48230,48,2021-04-16,2021-03-22,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100752179,ASSOC CROQUE NOTE,9220,NN,94.99Z,,C
534692348,ASSOCIATION DEVELOPPEMENT CULTURES SOLIDARITES,Saint-Esprit,97270,972,2020-06-17,2020-03-03,Jugement de plan de redressement,Extrait de jugement,A202001161450,ASS DE DEVELOPPEMENT DES CULTURES ET DES SOLIDARITES (A.D.E.C.S.O),9220,NN,88.10C,PME,A
352321020,ASSOCIATION CLUB GYMNIQUE LUCONNAIS,Lairoux,85400,85,2021-04-16,2021-03-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100752656,CLUB GYMNIQUE LUCONNAIS (CGL),9220,NN,93.12Z,PME,A
518708672,ASSOCIATION REYNIES CANTON DU TARN ET TESCOU XV,Reyniès,82370,82,2021-04-15,2021-03-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100743342,REYNIES CANTON DU TARN ET TESCOU XV,9220,NN,93.12Z,PME,A
494542301,ASSOCIATION ODYSSEE INSTITUT,Saint-Côme-et-Maruéjols,30870,30,2021-04-15,2021-03-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100743074,ODYSSEE INSTITUT,9220,NN,94.99Z,PME,A
532329398,ASSOCIATION LUDILANGUES,Mulhouse,68200,68,2021-04-14,2021-03-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100732526,LUDILANGUES,9260,NN,94.99Z,PME,A
841369242,ASSOCIATION ECORESO AUTONOMIE SEINE MARITIME,Sotteville-lès-Rouen,76300,76,2020-06-21,2020-04-29,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001192070,ECORESO AUTONOMIE SEINE-MARITIME,9220,NN,94.99Z,PME,A
410884050,ASSOCIATION RENNES VOLLEY 35,Rennes,35200,35,2021-04-06,2021-03-08,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202100673744,ASS RENNES ETUDIANT CLUB VOLLEY PRO (REC),9220,NN,93.12Z,PME,A
753531771,ASSOCIATION AGENCE MARTINIQUAISE DE L’ENERGIE,Ducos,97224,972,2021-04-04,2021-02-23,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100663528,AGENCE MARTINIQUAISE DE L'ENERGIE (AME),9220,NN,94.99Z,PME,A
422364299,ASSOCIATION THEOPHILE,Valence,26000,26,2021-04-04,2021-02-17,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100663223,THEOPHILE,9220,NN,94.99Z,,A
798707642,ASSOCIATION SEMA’FOR (SOUTENIR ENSEMBLE LE MOUVEMENT ASSOCIATIF ET LA FORMATION),Brest Cedex 2,29225,29,2020-07-10,2020-06-22,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202001332033,SEMA'FOR (SOUTENIR ENSEMBLE LE MOUVEMENT ASSOCIATIF ET LA FORMATION),9220,NN,94.99Z,,C
753574862,ASSOCIATION COURT-CIRCUIT PAYS DE BREST,Brest,29200,29,2021-04-04,2021-02-08,Jugement de clôture pour extinction du passif,Jugement de clôture,A202100663233,COURT-CIRCUIT PAYS DE BREST,9220,NN,94.99Z,PME,A
789084761,ASSOCIATION TOUJOURS PLUS LOIN,Blénod-lès-Pont-à-Mousson,54700,54,2021-04-04,2021-03-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100663337,TOUJOURS PLUS LOIN (ASS),9220,NN,94.99Z,,C
512214701,ASSOCIATION LE CENTRE,Poitiers,86000,86,2021-04-04,2021-03-12,Dépôt de l'état des créances,Avis de dépôt,A202100663516,LE CENTRE,9220,00,94.12Z,PME,A
510456544,ASSOCIATION FORMATION ET PERFORMANCE,Montussan,33450,33,2021-04-04,2021-03-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100663257,FORMATION ET PERFORMANCE,9220,NN,85.51Z,PME,A
844445692,ASSOCIATION SERVICES EXPRESS,Schœlcher,97233,972,2020-08-23,2020-06-16,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001631249,SERVICES EXPRESS,9220,NN,88.99B,,A
479361859,ASSOCIATION L’OISEAU LIRE,Pauillac,33250,33,2021-04-04,2021-03-19,Jugement modifiant le plan de redressement,Extrait de jugement,A202100663250,L'OISEAU-LIRE,9220,02,88.99B,PME,A
782886428,ASSOCIATION UNION DEPARTEMENTALE DE LA CONFEDERATION SYNDICALE DES FAMILLES DES BOUCHES-DU-RHONE,Marseille,13004,13,2021-04-02,2021-03-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100652255,UNION DEPART CONFE SUNDICA FAM,9220,NN,94.99Z,PME,A
812058469,ASSOCIATION ATHLETIC CLUB DE LA ROSE,Marseille,13013,13,2021-04-02,2021-03-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100652254,ATHLETIC CLUB DE LA ROSE (ACR),9220,NN,93.12Z,PME,A
429752140,"ASSOCIATION INSTITUT DE FORMATION, D’ANIMATION ET DE CONSEIL EN PROVENCE, IFAC",Marseille,13005,13,2021-04-02,2021-03-16,Autre jugement prononçant,Jugement prononçant,A202100652252,INSTITUT DE FORMATION D'ANIMATION ET DE CONSEIL EN PROVENCE (IFAC PROVENCE),9220,NN,85.59A,PME,A
403754641,ASSOCIATION COMMENT EN SORTIR,Tournus,71700,71,2021-04-01,2020-10-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100641836,ASSOCIATION COMMENT EN SORTIR (CES),9220,NN,82.19Z,PME,A
500851068,ASSOCIATION ABC AIDE A DOMICILE,Oullins,69600,69,2021-03-31,2021-03-09,Autre jugement prononçant,Jugement prononçant,A202100635150,ABC...AIDE A DOMICILE,9220,22,88.10A,PME,A
339214637,ASSOCIATION THEATRE TALIPOT,Le Port,97420,974,2021-03-31,2021-03-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100635230,THEATRE TALIIPOT,9220,NN,90.01Z,PME,A
812741312,ASSOCIATION EAU SPORT SANTE,Montauban,82000,82,2021-03-31,2021-03-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100635190,EAU SPORT SANTE (E2S),9220,NN,93.12Z,PME,A
484513049,ASSOCIATION LE LOCAL,Reyniès,82370,82,2021-03-31,2021-03-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100635191,LE LOCAL,9220,NN,90.01Z,PME,A
824437263,ASSOCIATION OPTIQUE - VISION PLUS,Melun,77000,77,2021-03-30,2021-03-05,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100624865,OPTIQUE - VISION PLUS,9220,NN,94.99Z,PME,A
789216827,ASSOCIATION MAISON DES BENJAMINS,Bagnolet,93170,93,2020-03-08,2020-02-20,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202000481412,LA MAISON DES BENJAMINS,9220,NN,88.91A,,C
401386305,ASSOCIATION DES HOMARDIERS DES COTES DE FRANCE,Ploubazlanec,22620,22,2021-03-25,2021-03-05,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210059700,ASS.LES HOMARDIERS DES COTES DE FRANCE,9220,NN,94.99Z,PME,A
309072189,ASSOCIATION FESTIVAL DE L’ILE DE FRANCE,Paris,75002,75,2020-07-17,2020-03-12,Dépôt de l'état des créances,Avis de dépôt,A20200137750,FESTIVAL DE L'ILE DE FRANCE (FIF),9220,NN,90.01Z,,C
483281630,ASSOCIATION ARGOS INSERTION,Beaucaire,30300,30,2020-02-16,2020-01-31,Dépôt de l'état des créances,Avis de dépôt,A202000331955,ARGOS INSERTION,9220,NN,88.99B,PME,A
317944239,ASSOCIATION POUR LA GESTION DU CENTRE DE FORMATION D’APPRENTIS ET DE PROMOTION DU LIVRADOIS FOREZ,Ambert,63600,63,2020-07-30,2020-01-27,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202001463325,ASS GESTION CFA PROMOT LIVRAD FOREZ,9220,11,85.31Z,PME,A
784491698,ASSOCIATION CHAMBRE SYNDICALE DES ARTISANS TAXIS,Paris,75090,75,2021-03-23,2018-04-27,Dépôt de l'état des créances,Avis de dépôt,A202100574748,CHAMBRE SYNDICALE DES ARTISANS TAXIS (CSAT),8420,NN,94.11Z,PME,C
332901057,ASSOCIATION FORUM POUR LA GESTION DES VILLES ET DES COLLECTIVITES TERRITORIALES,Paris,75008,75,2021-03-23,2018-04-12,Dépôt de l'état des créances,Avis de dépôt,A202100574749,FORUM GESTION VILLES COLLECTIVI TERRITOR (FGVCT),9220,NN,94.99Z,PME,A
500663133,ASSOCIATION JAMAIS SEUL BIEN ACCOMPAGNE,Paris,75018,75,2021-03-23,2020-07-28,Dépôt de l'état des créances,Avis de dépôt,A202100574750,JAMAIS SEUL BIEN ACCOMPAGNE (JSBA),9220,NN,88.10A,PME,A
452033608,ASSOCIATION MELTING POTES,La Monnerie-le-Montel,63650,63,2021-03-19,2021-03-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100555333,MELTING POTES,9220,NN,93.12Z,,A
510826290,L’ASSOCIATION DES ETUDIANTS DE LYON III,Lyon,69003,69,2021-03-18,2021-02-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100541438,ASSOCIATION DES ETUDIANTS DE LYON3 (ADELY),9220,NN,94.99Z,,A
425382199,ASSOCIATION LES ARTS RYTHMIQUES,Oullins,69600,69,2021-03-18,2021-02-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100541437,ASS  LES ARTS RYTMIQUES,9220,NN,85.51Z,PME,A
443052568,L’ASSOCIATION VOTRE ENFANT APRES L’ECOLE,Lyon,69007,69,2021-03-18,2021-02-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100541439,VOTRE ENFANT APRES L ECOLE,9220,NN,88.91A,PME,A
329314348,ASSOCIATION TENNIS CLUB DE MAROLLES EN BRIE,Marolles-en-Brie,94440,94,2021-03-18,2021-01-22,Jugement de plan de redressement,Extrait de jugement,A202100541620,T M C B TENNIS CLUB DE MAROLLES EN BRIE,9220,02,93.12Z,PME,A
808503346,ASSOCIATION KISSASSA,Saint-Benoît,97470,974,2020-02-13,2020-01-14,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202000311840,ASSOCIATION KISSASSA (AK),9220,NN,94.99Z,PME,A
430379941,ASSOCIATION FESTIVAL MUSIC WORLD,Saint-André,97440,974,2020-02-13,2020-01-14,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202000311839,ASS FESTIVAL MUSIC WORLD (AFMW),9220,NN,90.02Z,PME,A
814312112,ASSOCIATION COMITE D’ACTION ET DE SOUTIEN POUR LA RECHERCHE ANTI-CANCEREUSE (CASRAC),Reims,51100,51,2020-07-19,2020-05-26,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202001384442,COMITE D'ACTION ET DE SOUTIEN A LA RECHERCHE ANTI CANCEREUSE,9220,NN,94.99Z,,A
780173746,ASSOCIATION OFFICE SOCIO CULTUREL,Chauny,02300,02,2021-03-17,2021-02-16,Dépôt de l'état des créances,Avis de dépôt,A202100533529,OFFICE SOCIO CULTUREL,9220,NN,94.99Z,PME,A
821721073,ASSOCIATION REGIONALE DES INDUSTRIES AGROALIMENTAIRE D’AUVERGNE RHONE-ALPES,Lyon,69007,63,2020-11-25,2020-11-09,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202002294041,ASSOCIATION REGIONALE DES INDUSTRIES AGROALIMENTAIRES D'AUVERGNE-RHONE-ALPES (ARIA AUVERGNE-RHONE-ALPES),9220,NN,94.99Z,PME,A
792906067,ASSOCIATION ESPRIT TRANQUILLE,La Seyne-sur-Mer,83500,83,2021-03-12,2021-02-04,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100503078,ASSOCIATION ESPRIT TRANQUILLE (ASSO ESPRIT TRANQUILLE) (ASS ESPRIT TRANQUILLE) (AET),9220,NN,96.09Z,PME,A
838117018,ASSOCIATION CORS’IN FESTA,Sainte-Lucie-de-Porto-Vecchio,20144,2A,2020-06-18,2020-02-28,Dépôt de l'état des créances,Avis de dépôt,A202001172288,CORS' IN FESTA,9220,NN,90.01Z,,A
788513315,ASSOCIATION UNION DES COMMERCANTS FOYALAIS,Fort-de-France,97200,972,2020-08-18,2020-07-07,Autre jugement prononçant,Jugement prononçant,A202001592944,UNION DES COMMERCANTS FOYALAIS (UCF),9220,NN,94.99Z,PME,A
401729025,ASSOCIATION AFAS,La Rochelle,17000,17,2021-03-12,2021-02-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100502182,ASS A F AS,9220,NN,88.99B,PME,A
344855077,ASSOCIATION CHAMBRE DE COMMERCE ITALIENNE DE LYON,Lyon,69001,69,2021-03-11,2021-02-09,Autre jugement prononçant,Jugement prononçant,A202100492739,CHAMBRE DE COMMERCE ITALIENNE POUR LA FRANCE DE LYON (CCIF LYON),9220,02,82.99Z,PME,A
440063717,ASSOCIATION ECOLE DE GARDES A CHEVAL,Cuffies,02880,02,2020-07-03,2020-05-28,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001281662,ECOLE DE GARDES A CHEVAL,9220,NN,85.59A,PME,A
410145684,ASSOCIATION HOCKEY CLUB DE L’AIRE TOULONNAISE LES BOUCANIERS,La Garde Cedex,83957,83,2021-03-11,2021-02-04,Autre jugement et ordonnance,Extrait de jugement,A202100492836,HOCKEY CLUB AIRE TOULONNAISE,9220,01,93.12Z,PME,A
751534165,ASSOCIATION SERVICES EMPLOIS FORMATIONS,Hyères,83400,83,2021-03-11,2021-02-04,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100492842,SERVICES EMPLOIS FORMATION (SEF),9220,NN,85.59A,PME,A
349771675,ASSOCIATION IDRPHT,Talence,33400,33,2021-03-10,2020-11-03,Dépôt de l'état des créances,Avis de dépôt,A202100483563,INST DEVELOP RECHERC PATHOL HUMAIN THERA (IDRPHT),9220,NN,72.19Z,PME,A
824333058,ASSOCIATION MEL’ TEAM,Hem,59510,59,2020-02-16,2020-01-10,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202000332186,MEL'TEAM,9220,NN,70.21Z,PME,A
789352663,ASSOCIATION CANASUCRE PRODUCTIONS,Villeneuve d’Ascq,59650,59,2020-02-29,2020-02-07,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202000432171,CANASUCRE PRODUCTIONS,9220,NN,59.11B,PME,A
327991683,Association FORMABILIS,Nancy,54000,54,2021-03-07,2021-02-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100462436,FORMABILIS (AEFTI),9220,NN,85.59B,PME,A
829562586,L’ASSOCIATION ALIZE 21,Le Vauclin,97280,972,2021-03-04,2020-12-22,Autre jugement et ordonnance,Extrait de jugement,A202100443216,ALIZE 21,9220,NN,88.99B,PME,A
420064057,ASSOCIATION PLEIN CIEL,Salon-de-Provence,13300,13,2021-02-26,2021-01-28,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100401927,ASSOCIATION PLEIN CIEL,9220,NN,55.20Z,,A
323564625,ASSOCIATION LES ATELIERS D’ECRITURE ELISABETH BING,Paris,75010,75,2021-02-24,2021-01-28,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100385431,ATELIERS D ECRITURE ELISABETH BING,9220,NN,85.59B,,C
795186667,ASSOCIATION LES AMIS DE L’ORGUE DE STE MARGUERITE,Roquebrune-Cap-Martin,06190,06,2020-06-16,2020-03-16,Autre jugement et ordonnance,Extrait de jugement,A202001153487,LES AMIS DE L ORGUE DE STE MARGUERITE,9220,NN,94.99Z,,A
793702002,ASSOCIATION HOLIDAYS IN THE SOUTH,Aix-en-Provence,13100,13,2020-06-21,2020-05-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001191611,HOLIDAYS IN THE SOUTH,9220,NN,94.99Z,,A
820588580,ASSOCIATION CRECHE LES APPRENTIS SAGES,Bordeaux,33000,33,2021-02-21,2021-01-15,Jugement de plan de redressement,Extrait de jugement,A202100362402,CRECHE LES APPRENTIS SAGES,9220,02,88.91A,PME,A
439510421,ASSOCIATION ESSENIA RESSOURCING,Castelnaudary,11400,11,2021-02-18,2021-01-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100343110,ASSOCIATION ESSENIA RESSOURCING,9220,NN,70.22Z,PME,A
790402275,ASSOCIATION L’OUVRE BOITE PRODUCTION,Chalabre,11230,11,2021-02-18,2021-01-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100343111,L'OUVRE BOITE PRODUCTION,9220,NN,90.01Z,PME,A
335004636,ASSOCIATION RESPONSABLE DE L’ETABLISSEMENT DU LYCEE AGRICOLE PRIVE SAINT-DOMINIQUE,Valréas Cedex,84601,84,2021-02-18,2020-12-31,Dépôt de l'état des créances,Avis de dépôt,A202100343900,SAINT JEAN LE BAPTISTE,9220,21,85.32Z,PME,A
322546953,ASSOCIATION OXYGENE SPORTS NATURE,Voutezac,19130,19,2021-02-18,2021-02-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100343179,OXYGENE SPORTS NATURE (ADPA),9220,NN,93.12Z,PME,A
399049584,ASSOCIATION LE BUS DES FEMMES,Paris,75020,75,2020-07-01,2020-05-28,Jugement de plan de redressement,Extrait de jugement,A202001263354,LE BUS DES FEMMES (ADBDF),9220,03,88.99B,PME,A
832752414,ASSOCIATION COEUR SERVICES,Villemoustaussou,11620,11,2021-02-18,2021-01-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100343109,COEUR SERVICES,9220,NN,96.09Z,PME,A
802443135,ASSOCIATION PICHOUNS CIRCUS,Billère,64140,64,2021-02-17,2021-01-22,Dépôt de l'état des créances,Avis de dépôt,A202100334912,ASSOCIATION PITCHOUNS CIRCUS,9220,NN,88.91A,PME,A
489081653,ASSOCIATION CREA COEUR,Jonzac,17500,17,2021-02-16,2021-01-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100324903,CREA COEUR,9220,NN,88.10C,PME,A
492588967,ASSOCIATION SAVOIRS POUR REUSSIR RHONE ALPES,Grenoble,38000,38,2021-02-16,2021-01-21,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202100324947,SAVOIRS POUR REUSSIR RHONE ALPES,9220,NN,85.59B,PME,A
404495863,"ASSOCIATION STRUCTURE D’ACCUEIL DE PROXIMITE (DSAP), “JARDIN D’ENFANTS DES ONYX”",Saint-Denis (Réunion),97400,974,2021-02-14,2021-01-19,Jugement de plan de redressement,Extrait de jugement,A202100312879,STRUCTURES D'ACCUEIL DE PROXIMITE (DSAP),9220,11,88.91A,PME,A
